location_id,country,state,city,station
100,India,,,
101,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB"
102,India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB"
103,India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB"
104,India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB"
105,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
106,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB"
107,India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB"
108,India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB"
109,India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB"
110,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
111,India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB"
112,India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA"
113,India,Assam,Guwahati,"IITG, Guwahati - PCBA"
114,India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA"
115,India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA"
116,India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA"
117,India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA"
118,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA"
119,India,Assam,Silchar,"Tarapur, Silchar - PCBA"
120,India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA"
121,India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB"
122,India,Bihar,Arrah,"New DM Office, Arrah - BSPCB"
123,India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB"
124,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB"
125,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB"
126,India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB"
127,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB"
128,India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB"
129,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB"
130,India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB"
131,India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB"
132,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB"
133,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB"
134,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB"
135,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB"
136,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB"
137,India,Bihar,Munger,"Town Hall, Munger - BSPCB"
138,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB"
139,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB"
140,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
141,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB"
142,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB"
143,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB"
144,India,Bihar,Patna,"Muradpur, Patna - BSPCB"
145,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB"
146,India,Bihar,Patna,"Samanpura, Patna - BSPCB"
147,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB"
148,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB"
149,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB"
150,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB"
151,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB"
152,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC"
153,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC"
154,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC"
155,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB"
156,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant"
157,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB"
158,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC"
159,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB"
160,India,Chhattisgarh,Korba,"Rampur, Korba - CECB"
161,India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB"
162,India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB"
163,India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB"
164,India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB"
165,India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB"
166,India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB"
167,India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB"
168,India,Delhi,Delhi,"Alipur, Delhi - DPCC"
169,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC"
170,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC"
171,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD"
172,India,Delhi,Delhi,"Bawana, Delhi - DPCC"
173,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD"
174,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD"
175,India,Delhi,Delhi,"DTU, Delhi - CPCB"
176,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
177,India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC "
178,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD"
179,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB"
180,India,Delhi,Delhi,"ITO, Delhi - CPCB"
181,India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC"
182,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC"
183,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM"
184,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD"
185,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
186,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
187,India,Delhi,Delhi,"Mundka, Delhi - DPCC"
188,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB"
189,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC"
190,India,Delhi,Delhi,"Narela, Delhi - DPCC"
191,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC"
192,India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA"
193,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC"
194,India,Delhi,Delhi,"Patparganj, Delhi - DPCC"
195,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC"
196,India,Delhi,Delhi,"Pusa, Delhi - DPCC"
197,India,Delhi,Delhi,"Pusa, Delhi - IMD"
198,India,Delhi,Delhi,"R K Puram, Delhi - DPCC"
199,India,Delhi,Delhi,"Rohini, Delhi - DPCC"
200,India,Delhi,Delhi,"Shadipur, Delhi - CPCB"
201,India,Delhi,Delhi,"Sirifort, Delhi - CPCB"
202,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC"
203,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC"
204,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC"
205,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC"
206,India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM"
207,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM"
208,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB"
209,India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM"
210,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM"
211,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM"
212,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM"
213,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM"
214,India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM"
215,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB"
216,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM"
217,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM"
218,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB"
219,India,Gujarat,Surat,"Science Center, Surat - SMC"
220,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB"
221,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB"
